,Unnamed: 0,binomial,AdultBodyMassG,RedListStatus,total_pop,TrophicLevel,Order,Range_km_2,gen_length_d
195,195,Macrogalidia musschenbroekii,5148.86,VU,13500,Omnivore,CARNIVORA,23641.4523370519,1825
196,196,Macropus eugenii,5278.48,LC,33541,Herbivore,DIPROTODONTIA,5323.2409235746,1766.8702
197,197,Macropus irma,8000,LC,33541,Herbivore,DIPROTODONTIA,61217.2706211079,1703.78485
198,198,Macrotis lagotis,1229.58,VU,11619,Herbivore,PERAMELEMORPHIA,887415.575141789,1183.8648
199,199,Madoqua guentheri,4623.7,LC,511000,Herbivore,CETARTIODACTYLA,507430.112744273,1931.482667
200,200,Madoqua kirkii,4833.4,LC,971000,Herbivore,CETARTIODACTYLA,208545.791476511,2131.079367
201,201,Madoqua piacentinii,2500,DD,30000,Herbivore,CETARTIODACTYLA,33818.2364556504,2031.281017
202,202,Madoqua saltiana,3424.47,LC,485600,Herbivore,CETARTIODACTYLA,454980.533056111,2031.281017
203,203,Marmota caudata,4350,LC,600000,Herbivore,RODENTIA,254732.734783996,1976.82975
204,204,Marmota menzbieri,3250,VU,22000,Herbivore,RODENTIA,2974.7522808211,2257.9474
205,205,Marmota olympus,6299.99,LC,4243,Herbivore,RODENTIA,5479.8068330915,1976.82975
206,206,Marmota vancouverensis,5232.43,CR,108,Herbivore,RODENTIA,2191.9227332366,2190
207,207,Martes gwatkinsii,2038.49,VU,1500,Omnivore,CARNIVORA,23171.7546085012,1470.1
208,208,Mastacomys fuscus,125.72,NT,67082,Herbivore,RODENTIA,40394.0046553602,639.6318318
209,209,Mazama bororo,18335.81714,VU,12750,Herbivore,CETARTIODACTYLA,16752.5523183083,2145.09375
210,210,Mesembriomys gouldii,716.49,VU,45000,Omnivore,RODENTIA,211207.411938298,712.22605
211,211,Mesocapromys auritus,1533.200179,EN,1335,Omnivore,RODENTIA,83.6147911523437,2954.623511
212,212,Microcebus berthae,33.45,EN,12000,Omnivore,PRIMATES,469.6977285507,2053.5145
213,213,Microtus abbreviatus,66.06,LC,465531,Herbivore,RODENTIA,156.5659095169,373.6238021
214,214,Microtus breweri,54,VU,5477,Herbivore,RODENTIA,1.10928727734375,373.6238021
215,215,Microtus tatricus,40,LC,223607,Herbivore,RODENTIA,12838.4045803858,373.6238021
216,216,Mirza zaza,326.5,EN,54118,Carnivore,PRIMATES,2974.7522808211,1825
217,217,Muntiacus crinifrons,18590.01,VU,7714,Herbivore,CETARTIODACTYLA,32252.5773604814,2190
218,218,Mustela felipei,211.3,VU,2000,Carnivore,CARNIVORA,34601.0660032349,1939.368333
219,219,Myotis grisescens,10.84,NT,2000000,Carnivore,CHIROPTERA,467818.937636497,3469.92725
220,220,Myotis planiceps,9.597169811,EN,360,Carnivore,CHIROPTERA,12212.1409423182,2106.628504
221,221,Myrmecobius fasciatus,511.44,EN,1200,Carnivore,DASYUROMORPHIA,2661.6204617873,886.2761
222,222,Myzopoda aurita,9.1,LC,172867,Carnivore,CHIROPTERA,27242.4682559406,2070.531028
223,223,Myzopoda schliemanni,9.1,LC,136437,Carnivore,CHIROPTERA,8141.4272948788,2070.531028
224,224,Nanger dama,71424.81,CR,212,Herbivore,CETARTIODACTYLA,185060.905048976,2171.91595
225,225,Nanger soemmerringii,41582.93,VU,6708,Herbivore,CETARTIODACTYLA,136682.039008254,2555
226,226,Neofelis diardi,22500,VU,6750,Carnivore,CARNIVORA,462652.262622439,2664.41
227,227,Neotragus batesi,2967.45,LC,219000,Herbivore,CETARTIODACTYLA,303737.864462786,1741.05
228,228,Neotragus pygmaeus,3913.68,LC,62000,Herbivore,CETARTIODACTYLA,193202.332343855,1560.5875
229,229,Nesotragus moschatus,6499,LC,365000,Herbivore,CETARTIODACTYLA,327066.184980804,1778.035983
230,230,Nilgiritragus hylocrius,75000,EN,1897,Herbivore,CETARTIODACTYLA,1722.2250046859,2302.780267
231,231,Nomascus concolor,6410.47,CR,1612,Herbivore,PRIMATES,7984.8613853619,5475
232,232,Nomascus hainanus,7790,CR,20,Herbivore,PRIMATES,156.5659095169,5475
233,233,Nomascus nasutus,7124.094,CR,69,Herbivore,PRIMATES,2818.1863713042,5475
234,234,Notomys aquilo,38.99,EN,15000,Herbivore,RODENTIA,1722.2250046859,688.06545
235,235,Notomys cervinus,34.79,NT,28460,Herbivore,RODENTIA,11429.3113947337,688.06545
236,236,Notoryctes typhlops,55,LC,47434,Carnivore,NOTORYCTEMORPHIA,916536.834311932,998.6765636
237,237,Nyctalus azoreum,28.97666667,VU,3162,Carnivore,CHIROPTERA,469.6977285507,1825
238,238,Ochotona iliensis,165,EN,1000,Herbivore,LAGOMORPHA,2191.9227332366,751.47417
239,239,Okapia johnstoni,230001.1,EN,41833,Herbivore,CETARTIODACTYLA,225298.343794819,4764.235717
240,240,Onychogalea fraenata,4952.05,VU,1407,Herbivore,DIPROTODONTIA,3914.1477379225,834.8625
241,241,Oreamnos americanus,72105.4,LC,97570,Herbivore,CETARTIODACTYLA,445116.880756547,2864.106333
242,242,Oreotragus oreotragus,13486.55,LC,42000,Herbivore,CETARTIODACTYLA,2564862.72970586,2700.0653
243,243,Ornithorhynchus anatinus,1484.25,NT,103308.705,Carnivore,MONOTREMATA,904011.56155058,2878.755
244,244,Oryx beisa,200576.5,NT,47021.27,Herbivore,CETARTIODACTYLA,904794.391098165,2555
245,245,Oryx gazella,188404.5,LC,373000,Herbivore,CETARTIODACTYLA,1478295.31765857,2866.554367
246,246,Oryx leucoryx,75788.24,VU,1220,Herbivore,CETARTIODACTYLA,20510.1341467139,2663.526667
247,247,Otocolobus manul,3500,NT,20500,Carnivore,CARNIVORA,2895843.06242458,2036.1475
248,248,Ourebia ourebi,17186.09,LC,750000,Herbivore,CETARTIODACTYLA,3606808.85754082,2156.849633
249,249,Ovibos moschatus,312500,LC,203109,Herbivore,CETARTIODACTYLA,747445.65203368,3567.388333
250,250,Ovis ammon,113998.7,NT,93187,Herbivore,CETARTIODACTYLA,137778.000374872,2920
251,251,Ovis canadensis,74644.87,LC,62900,Herbivore,CETARTIODACTYLA,52293.0137786446,2634.501667
252,252,Ovis dalli,70194.13,LC,113973,Herbivore,CETARTIODACTYLA,64192.022901929,2338.92
253,253,Ovis nivicola,90000,LC,89861,Herbivore,CETARTIODACTYLA,78752.6524870007,2631.140556
254,254,Ozotoceros bezoarticus,34620.4,NT,40000,Herbivore,CETARTIODACTYLA,226394.305161437,2846.6847
255,255,Pan troglodytes,45000,EN,402679,Herbivore,PRIMATES,2124755.95805385,7300
256,256,Panthera leo,158623.9,VU,32000,Carnivore,CARNIVORA,1455436.6948691,2190
257,257,Panthera onca,83943.09,NT,64000,Carnivore,CARNIVORA,8948211.42661938,3581.681317
258,258,Panthera tigris,161914.7,EN,3913,Carnivore,CARNIVORA,569586.778822482,2920
259,259,Panthera uncia,41000,VU,7500,Carnivore,CARNIVORA,2242180.39019152,2920
260,260,Pantholops hodgsonii,32733.12,NT,225000,Herbivore,CETARTIODACTYLA,156.5659095169,2190
261,261,Parantechinus apicalis,71.31,EN,1050,Carnivore,DASYUROMORPHIA,2974.7522808211,753.931
262,262,Pelea capreolus,22731.33,NT,18000,Herbivore,CETARTIODACTYLA,67166.7751827501,1787.9305
263,263,Pentalagus furnessi,2253.25,EN,5000,Herbivore,LAGOMORPHA,156.5659095169,1104.3199
264,264,Perameles bougainville,230.8,VU,3354,Omnivore,PERAMELEMORPHIA,156.5659095169,726.0055
265,265,Perameles gunnii,903.46,VU,37723.005,Omnivore,PERAMELEMORPHIA,9863.6522995647,706.1569
266,266,Peromyscus mekisturus,59.99,CR,11,Omnivore,RODENTIA,2974.7522808211,635.2804944
267,267,Petauroides volans,1257.17,VU,237171,Herbivore,DIPROTODONTIA,218409.443776075,2106.05
268,268,Petaurus australis,567.15,NT,237171,Omnivore,DIPROTODONTIA,120868.882147047,2158.975
269,269,Petrogale concinna,1398.2,EN,10607,Herbivore,DIPROTODONTIA,81414.272948788,1880.16
270,270,Petrogale godmani,4750,NT,15000,Herbivore,DIPROTODONTIA,36166.7250984039,1866.5067
271,271,Petrogale lateralis,4567.88,VU,10954,Herbivore,DIPROTODONTIA,108030.477566661,1866.5067
272,272,Petrogale mareeba,4644.155385,NT,15000,Herbivore,DIPROTODONTIA,19570.7386896125,1866.5067
273,273,Petrogale penicillata,6931.6,VU,21213,Herbivore,DIPROTODONTIA,53388.9751452629,1965.66275
274,274,Petrogale purpureicollis,4500,NT,12500,Herbivore,DIPROTODONTIA,81101.1411297542,1866.5067
275,275,Petrogale sharmani,4644.155385,VU,800,Herbivore,DIPROTODONTIA,17535.3818658928,1866.5067
276,276,Phalanger matanim,1442.38,CR,60,Omnivore,DIPROTODONTIA,156.5659095169,2000.363913
277,277,Phascogale tapoatafa,192.65,NT,22500,Omnivore,DASYUROMORPHIA,149207.311769606,878.35415
278,278,Phascolarctos cinereus,6528.74,VU,423965,Herbivore,DIPROTODONTIA,655698.029056777,2746.4425
279,279,Philantomba maxwellii,8557.69,LC,2137000,Omnivore,CETARTIODACTYLA,246121.609760567,2287.576667
280,280,Phyllonycteris aphylla,14.15,CR,375,Herbivore,CHIROPTERA,313.1318190338,2064.27635
281,281,Piliocolobus gordonorum,3977.86,EN,15400,Herbivore,PRIMATES,782.8295475845,2064.27635
282,282,Pipistrellus maderensis,5.93375,VU,47,Carnivore,CHIROPTERA,469.6977285507,1885.946275
283,283,Poiana leightoni,570.08,VU,12278,Omnivore,CARNIVORA,34757.6319127518,1095
284,284,Pongo abelii,39696.12,CR,13846,Omnivore,PRIMATES,17691.9477754097,9125
285,285,Pongo pygmaeus,53408.29,CR,104700,Omnivore,PRIMATES,82666.8002249232,7300
286,286,Porcula salvania,9200,CR,474,Omnivore,CETARTIODACTYLA,939.3954571014,1589.266667
287,287,Potorous gilbertii,1569.46,CR,73.5,Herbivore,DIPROTODONTIA,17.1015131328125,1840.71085
288,288,Potorous longipes,1835.06,VU,4500,Omnivore,DIPROTODONTIA,2348.4886427535,1995.4701
289,289,Potorous tridactylus,1054.67,NT,112500,Omnivore,DIPROTODONTIA,72176.8842872909,1685.9516
290,290,Presbytis chrysomelas,6630,CR,354,Herbivore,PRIMATES,8767.6909329464,3650
291,291,Presbytis potenziani,6449.53,EN,36000,Herbivore,PRIMATES,1565.659095169,4745
292,292,Prionailurus planiceps,3533.76,EN,3749,Carnivore,CARNIVORA,88146.6070580147,2190
293,293,Procapra gutturosa,28274.27,LC,1000000,Herbivore,CETARTIODACTYLA,290273.196244333,1793.275567
294,294,Procapra picticaudata,23197.67,NT,150000,Herbivore,CETARTIODACTYLA,52293.0137786446,2268.94875
295,295,Procapra przewalskii,27499.99,EN,1469,Herbivore,CETARTIODACTYLA,939.3954571014,2667.1385
296,296,Procyon pygmaeus,2958.03,CR,465,Omnivore,CARNIVORA,313.1318190338,1604.369167
297,297,Propithecus coquereli,4189.27,EN,200000,Herbivore,PRIMATES,2348.4886427535,3650
298,298,Propithecus perrieri,6500,CR,500,Herbivore,PRIMATES,156.5659095169,3597.596429
299,299,Propithecus tattersalli,3531.39,CR,7746,Herbivore,PRIMATES,1565.659095169,3283.175
300,300,Pseudantechinus bilarni,23.05,LC,17321,Carnivore,DASYUROMORPHIA,131985.061722747,678.278925
301,301,Pseudantechinus mimulus,17,NT,106,Carnivore,DASYUROMORPHIA,2974.7522808211,678.278925
302,302,Pseudochirulus cinereus,977.48,NT,54943,Herbivore,DIPROTODONTIA,782.8295475845,1217.0925
303,303,Pseudois nayaur,52334.57,LC,209238,Herbivore,CETARTIODACTYLA,1276638.4262008,2949.321667
304,304,Pseudomys australis,52.97,VU,15000,Omnivore,RODENTIA,42742.4932981137,884.68295
305,305,Pseudomys calabyi,13,VU,22500,Omnivore,RODENTIA,20510.1341467139,884.68295
306,306,Pseudomys fieldi,42.35,VU,15000,Omnivore,RODENTIA,156.5659095169,884.68295
307,307,Pseudomys fumeus,68.75,VU,106,Herbivore,RODENTIA,12994.9704899027,884.68295
308,308,Pseudomys novaehollandiae,16.8,VU,12000,Omnivore,RODENTIA,56050.5956070502,884.68295
309,309,Pseudomys oralis,95,VU,7500,Omnivore,RODENTIA,15656.59095169,884.68295
310,310,Pseudomys shortridgei,72.06,NT,16500,Omnivore,RODENTIA,1722.2250046859,884.68295
311,311,Pseudoryx nghetinhensis,97842.2,CR,195,Herbivore,CETARTIODACTYLA,12994.9704899027,2287.540787
312,312,Pteralopex taki,452.2333333,VU,822,Herbivore,CHIROPTERA,1722.2250046859,2349.856741
313,313,Pteropus aldabrensis,310.29,VU,400,Herbivore,CHIROPTERA,156.5659095169,2945.918407
314,314,Pteropus dasymallus,491.86,VU,6364,Herbivore,CHIROPTERA,1565.659095169,1825
315,315,Pteropus livingstonii,734.27,CR,1300,Herbivore,CHIROPTERA,313.1318190338,2945.918407
316,316,Pteropus mariannus,458.58,EN,10049,Herbivore,CHIROPTERA,626.2636380676,2945.918407
317,317,Pteropus niger,474.43,VU,62500,Herbivore,CHIROPTERA,1878.7909142028,2945.918407
318,318,Pteropus pselaphon,452.5545,EN,346,Herbivore,CHIROPTERA,313.1318190338,2945.918407
319,319,Pteropus rodricensis,256.17,EN,30000,Herbivore,CHIROPTERA,156.5659095169,3833.0013
320,320,Pteropus rufus,452.5545,VU,450000,Herbivore,CHIROPTERA,7671.7295663281,2190
321,321,Pteropus seychellensis,492.2,LC,10000,Herbivore,CHIROPTERA,156.5659095169,2945.918407
322,322,Pygathrix cinerea,10050,CR,620,Herbivore,PRIMATES,12525.272761352,4015
323,323,Rangifer tarandus,109088.5,VU,2890410,Herbivore,CETARTIODACTYLA,4485456.74174967,1825
324,324,Raphicerus melanotis,10503.14,LC,231448,Herbivore,CETARTIODACTYLA,43212.1910266644,1856.78
325,325,Raphicerus sharpei,9396.9,LC,95000,Herbivore,CETARTIODACTYLA,947850.016215312,1742.47
326,326,Redunca arundinum,58059.24,LC,73000,Herbivore,CETARTIODACTYLA,638788.910828952,2293.051667
327,327,Reithrodontomys spectabilis,20.19,CR,152,Herbivore,RODENTIA,469.6977285507,202.795
328,328,Rhinoceros sondaicus,1750000,CR,83,Herbivore,PERISSODACTYLA,28338.4296225589,5400.53
329,329,Rhinoceros unicornis,1843656,VU,2575,Herbivore,PERISSODACTYLA,69358.6979159867,6851.989367
330,330,Rhinopithecus brelichi,12267.15,EN,750,Herbivore,PRIMATES,469.6977285507,3650
331,331,Rhinopithecus strykeri,11452.67,CR,439,Herbivore,PRIMATES,156.5659095169,2190
332,332,Rhinopoma hadramauticum,9.13,EN,225,Carnivore,CHIROPTERA,156.5659095169,2190
333,333,Rhynchocyon chrysopygus,535.2,EN,14142,Carnivore,MACROSCELIDEA,313.1318190338,850.77085
334,334,Rhynchocyon udzungwensis,711,VU,18974,Carnivore,MACROSCELIDEA,156.5659095169,850.77085
335,335,Romerolagus diazi,465.58,EN,5480,Herbivore,LAGOMORPHA,313.1318190338,969.8600667
336,336,Rucervus duvaucelii,171223.9,VU,4225,Herbivore,CETARTIODACTYLA,34444.500093718,2920
337,337,Rucervus eldii,95471.61,EN,7000,Herbivore,CETARTIODACTYLA,24267.7159751195,1825
338,338,Rungwecebus kipunji,13,CR,1117,Herbivore,PRIMATES,156.5659095169,4061.723281
339,339,Rupicapra pyrenaica,29999.99,LC,75000,Herbivore,CETARTIODACTYLA,12525.272761352,2437.9015
340,340,Rupicapra rupicapra,33266.35,LC,682500,Herbivore,CETARTIODACTYLA,176606.345935063,3650
341,341,Rusa alfredi,46475.04,EN,1050,Herbivore,CETARTIODACTYLA,1095.9613666183,2555.9125
342,342,Rusa timorensis,66375.5,VU,14998.5,Herbivore,CETARTIODACTYLA,4070.7136474394,1825
343,343,Saguinus oedipus,462.04,CR,6000,Omnivore,PRIMATES,9393.954571014,2190
344,344,Saiga tatarica,37734.01,CR,50000,Herbivore,CETARTIODACTYLA,64818.2865399966,1700.19755
345,345,Saimiri oerstedii,714.18,VU,1530,Omnivore,PRIMATES,3287.8840998549,3354.65875
346,346,Santamartamys rufodorsalis,148,CR,11,Herbivore,RODENTIA,89.5228536679687,739.0095889
347,347,Sapajus flavius,2920,CR,1000,Omnivore,PRIMATES,2974.7522808211,739.0095889
348,348,Sarcophilus harrisii,8202.25,EN,23717,Carnivore,DASYUROMORPHIA,52762.7115071953,1704.2151
349,349,Semnopithecus ajax,17200,EN,500,Herbivore,PRIMATES,3287.8840998549,3728.2195
350,350,Setonix brachyurus,3027.67,VU,17404,Herbivore,DIPROTODONTIA,15030.3273136224,1460
351,351,Simias concolor,7393.9,CR,10766,Herbivore,PRIMATES,5166.6750140577,4024.409658
352,352,Sminthopsis leucopus,23.36,LC,13416,Carnivore,DASYUROMORPHIA,52136.4478691277,542.6033
353,353,Sminthopsis psammophila,33.5,VU,10607,Carnivore,DASYUROMORPHIA,7202.0318377774,546.0264667
354,354,Spalax giganteus,211.245,LC,1000,Herbivore,RODENTIA,25989.9409798054,1032.923574
355,355,Speothos venaticus,6324.54,NT,110000,Carnivore,CARNIVORA,9891677.59736822,1559.119689
356,356,Sylvicapra grimmia,15639.15,LC,4074310,Herbivore,CETARTIODACTYLA,12745091.2983137,1986.497967
357,357,Syncerus caffer,592666,LC,570996,Herbivore,CETARTIODACTYLA,6123762.41893451,4169.76
358,358,Tapirus bairdii,293781.6,EN,4500,Herbivore,PERISSODACTYLA,225298.343794819,4015
359,359,Tapirus indicus,311209.2,EN,3750,Herbivore,PERISSODACTYLA,27242.4682559406,4015
360,360,Tapirus pinchaque,156923.4,EN,3750,Herbivore,PERISSODACTYLA,44934.4160313503,4015
361,361,Tarsius sangirensis,165,EN,8909,Carnivore,PRIMATES,469.6977285507,2190
362,362,Tarsius tumpara,122.6825,CR,4115.126,Carnivore,PRIMATES,115.182945287842,2190
363,363,Tetracerus quadricornis,19282.12,VU,12550,Herbivore,CETARTIODACTYLA,280252.978035251,1637.317
364,364,Theropithecus gelada,15964.11,LC,200000,Herbivore,PRIMATES,469.6977285507,4456.1902
365,365,Trachypithecus delacouri,9000,CR,224,Herbivore,PRIMATES,2505.0545522704,3915.454545
366,366,Trachypithecus francoisi,8139.93,EN,2021,Herbivore,PRIMATES,69828.3956445374,4015
367,367,Trachypithecus geei,8356,EN,5500,Herbivore,PRIMATES,2974.7522808211,3650
368,368,Trachypithecus poliocephalus,9000,CR,1219,Herbivore,PRIMATES,109.879648572266,4015
369,369,Tragelaphus angasii,87616.76,LC,36500,Herbivore,CETARTIODACTYLA,170343.709554387,2275.812133
370,370,Tragelaphus buxtoni,215000.8,EN,4000,Herbivore,CETARTIODACTYLA,5166.6750140577,2190
371,371,Tragelaphus derbianus,663012.125,VU,12961,Herbivore,CETARTIODACTYLA,382177.385130753,2592.853829
372,372,Tragelaphus eurycerus,270998.4,NT,28000,Herbivore,CETARTIODACTYLA,1318911.22177037,2555
373,373,Tragelaphus imberbis,94320.39,NT,118000,Herbivore,CETARTIODACTYLA,1188961.51687134,2555
374,374,Tragelaphus oryx,492500,LC,136000,Herbivore,CETARTIODACTYLA,4424865.73476663,3405.9027
375,375,Tragelaphus scriptus,43250.39,LC,1340000,Herbivore,CETARTIODACTYLA,11390483.0491735,1914.548167
376,376,Tragelaphus spekii,75554.25,LC,155885,Herbivore,CETARTIODACTYLA,2348801.77457253,2746.500967
377,377,Tragelaphus strepsiceros,206056.4,LC,482000,Herbivore,CETARTIODACTYLA,3900369.93788501,3100.066667
378,378,Tremarctos ornatus,123177,VU,15297,Herbivore,CARNIVORA,204475.077829071,3650
379,379,Urocyon littoralis,1923,NT,5500,Omnivore,CARNIVORA,469.6977285507,1171.6557
380,380,Uromys hadrourus,149.11,NT,30000,Omnivore,RODENTIA,313.1318190338,639.6318318
381,381,Ursus americanus,110500,LC,898610,Omnivore,CARNIVORA,6720435.10010341,4734.076867
382,382,Ursus arctos,196287.5,LC,220000,Omnivore,CARNIVORA,12849990.45769,5976.266667
383,383,Ursus maritimus,371703.8,VU,26000,Omnivore,CARNIVORA,2638918.40490735,5475
384,384,Vicugna vicugna,47499.61,LC,525000,Herbivore,CETARTIODACTYLA,290116.630334816,3674.846867
385,385,Vulpes pallida,2800.01,LC,47434,Omnivore,CARNIVORA,4083395.48611027,1529.35
386,386,Wyulda squamicaudata,1799.21,NT,10607,Omnivore,DIPROTODONTIA,78596.0865774838,2000.363913
387,387,Xeromys myoides,45.2,VU,23717,Omnivore,RODENTIA,782.8295475845,624.3996409
388,388,Zyzomys maini,93.99,VU,30000,Herbivore,RODENTIA,21136.3977847815,624.3996409
389,389,Zyzomys palatalis,123,CR,1500,Herbivore,RODENTIA,2505.0545522704,639.6318318
390,390,Zyzomys pedunculatus,100,CR,1200,Herbivore,RODENTIA,6888.9000187436,639.6318318
391,391,Loxodonta cyclotis,3824540,CR,100000,Herbivore,PROBOSCIDEA,421945.126148045,9125
